ученик_id;имя;пол;возраст;город;тип_школы;любимый_предмет;часов_подготовки_в_неделю;репетитор;кол_во_пробников;пропусков_уроков;мотивация_1_10;часов_сна;средний_балл_года;балл_егэ;сдал;ФИО_полное;email;телефон
403;Артём;М;17;Санкт-Петербург;Лицей;Английский язык;14.0;да;8;3;9.0;9.3;3.8;100;да;Попов Артём Сергеевич;artem.popov@yandex.ru;8 968 505 15 81
404;Виктория;Ж;18;Новосибирск;Обычная;Обществознание;0.0;да;6;8;6.0;4.9;2.0;48;да;Попова Виктория Александровна;v.popova@gmail.com;89668839016
405;Максим;М;17;Санкт-Петербург;Гимназия;Английский язык;9.5;нет;7;5;8.0;6.9;3.5;75;да;Васильев Максим Дмитриевич;maksim.vasilev@rambler.ru;+7-937-550-60-48
406;Мария;Ж;17;Москва;Обычная;Математика;8.8;да;8;5;3.0;5.6;3.2;65;да;Иванова Мария Владимировна;mariya.ivanova@yandex.ru;+79592706447
407;Артём;М;18;Новосибирск;Обычная;Математика;9.6;да;3;9;1.0;6.7;2.5;35;да;Попов Артём Иванович;a.popov@mail.ru;8 906 806 76 28
408;Владимир;М;17;Москва;Обычная;Химия;6.5;да;6;4;;8.3;3.1;70;да;Морозов Владимир Артёмович;vladimir_morozov26@outlook.com;+7 (982) 562-21-74
409;София;Ж;17;Казань;Обычная;История;0.0;да;5;3;7.0;7.3;3.0;78;да;Васильева София Артёмовна;sofiya.vasileva@gmail.com;+79238978499
410;Иван;М;17;Нижний Новгород;Обычная;Физика;11.7;нет;8;5;7.0;7.0;3.5;80;да;Лебедев Иван Николаевич;ivan410@yandex.ru;8 917 502 62 51
411;Александр;М;18;Новосибирск;Обычная;Русский язык;5.7;да;8;5;8.0;8.6;4.0;72;да;Козлов Александр Максимович;aleksandr_kozlov77@yahoo.com;89032836885
412;Михаил;М;16;Нижний Новгород;Обычная;Математика;9.0;нет;4;3;10.0;7.5;3.5;75;да;Попов Михаил Сергеевич;mikhail412@rambler.ru;89581924251
413;Иван;М;16;Казань;Обычная;Химия;12.1;нет;7;5;10.0;8.4;3.9;91;да;Смирнов Иван Максимович;ivan.smirnov@mail.ru;+7 (991) 850-25-21
414;Роман;М;18;Новосибирск;Обычная;Английский язык;10.6;да;8;1;9.0;8.2;3.4;99;да;Соловьёв Роман Андреевич;roman_solovev59@rambler.ru;+7 (990) 560-91-56
415;Данил;М;17;Ростов-на-Дону;Лицей;Химия;3.7;нет;7;9;2.0;4.0;2.0;20;нет;Петров Данил Максимович;d.petrov@edu.ru;+79678245975
416;Арина;Ж;17;Санкт-Петербург;Лицей;История;0.9;нет;7;5;4.0;6.8;3.1;55;да;Павлова Арина Егоровна;arina_pavlova79@rambler.ru;+7 (920) 487-80-58
417;Елизавета;Ж;17;Екатеринбург;Лицей;Математика;5.4;нет;9;10;1.0;5.7;2.5;54;да;Лебедева Елизавета Егоровна;elizaveta.lebedeva@edu.ru;89982745282
418;Егор;М;17;Нижний Новгород;Гимназия;Русский язык;5.5;да;10;11;6.0;5.5;2.0;43;да;Соколов Егор Дмитриевич;e.sokolov@mail.ru;+7 (920) 989-28-32
419;Владимир;М;17;Казань;Обычная;История;5.8;да;6;5;8.0;8.8;3.6;82;да;Зайцев Владимир Александрович;vladimir.zaytsev@yandex.ru;+7-953-415-49-67
420;Ксения;Ж;17;Казань;Гимназия;Информатика;5.3;нет;12;4;10.0;6.9;3.8;86;да;Волкова Ксения Сергеевна;kseniya_volkova15@mail.ru;89802852526
421;Вероника;Ж;17;Нижний Новгород;Обычная;Математика;7.4;нет;6;9;6.0;8.9;2.0;45;да;Новикова Вероника Сергеевна;veronika_novikova89@mail.ru;8 900 737 42 11
422;Вероника;Ж;16;Москва;Обычная;Физика;13.5;нет;11;2;6.0;5.4;4.1;82;да;Лебедева Вероника Егоровна;veronika422@yahoo.com;+7 (963) 975-73-79
423;Елизавета;Ж;17;Казань;Лицей;Обществознание;5.1;нет;2;9;4.0;5.4;3.2;46;да;Лебедева Елизавета Александровна;e.lebedeva@rambler.ru;+79776054037
424;Варвара;Ж;17;Новосибирск;Обычная;История;0.0;да;5;9;4.0;7.7;2.8;53;да;Иванова Варвара Дмитриевна;varvara424@yahoo.com;8 984 587 68 62
425;Иван;М;18;Санкт-Петербург;Обычная;Обществознание;15.3;нет;8;2;7.0;7.0;4.4;87;да;Соколов Иван Андреевич;i.sokolov@outlook.com;89107158610
426;Роман;М;17;Екатеринбург;Обычная;Информатика;0.0;нет;3;8;4.0;7.2;2.6;51;да;Соловьёв Роман Николаевич;r.solovev@yandex.ru;+79703848990
427;Варвара;Ж;17;Екатеринбург;Обычная;Английский язык;10.6;нет;6;5;10.0;7.0;3.6;90;да;Морозова Варвара Артёмовна;v.morozova@outlook.com;+7 (926) 150-33-28
428;Милана;Ж;18;Ростов-на-Дону;Обычная;Английский язык;0.0;да;5;8;2.0;6.3;2.0;28;да;Козлова Милана Николаевна;milana_kozlova18@mail.ru;+7 (983) 457-14-28
429;Иван;М;18;Екатеринбург;Лицей;Информатика;8.9;да;6;1;7.0;7.2;3.6;100;да;Сидоров Иван Егорович;ivan_sidorov58@rambler.ru;+7-985-691-87-48
430;Ева;Ж;17;Екатеринбург;Обычная;Русский язык;8.0;нет;11;4;3.0;7.4;4.4;67;да;Козлова Ева Николаевна;eva.kozlova@mail.ru;89111502363
431;Егор;М;18;Нижний Новгород;Обычная;Английский язык;6.7;нет;6;5;6.0;7.7;2.3;76;да;Волков Егор Артёмович;egor.volkov@outlook.com;+79207884688
432;Мария;Ж;17;Санкт-Петербург;Обычная;Информатика;7.1;нет;7;8;7.0;9.1;3.5;78;да;Семёнова Мария Андреевна;m.semenova@yandex.ru;8 973 906 81 32
433;Мария;Ж;17;Новосибирск;Гимназия;Химия;6.1;да;3;11;4.0;6.3;2.3;47;да;Соловьёва Мария Ивановна;mariya433@yandex.ru;+7 (995) 692-56-14
434;Михаил;М;17;Самара;Гимназия;Английский язык;9.8;да;13;3;5.0;6.9;3.9;83;да;Голубев Михаил Владимирович;mikhail434@yahoo.com;8 998 406 51 57
435;Артём;М;17;Санкт-Петербург;Лицей;Физика;10.9;нет;9;3;6.0;6.3;2.8;61;да;Морозов Артём Дмитриевич;artem435@yahoo.com;+7 (908) 876-64-80
436;Дмитрий;М;17;Казань;Обычная;Обществознание;8.5;да;2;4;5.0;8.7;2.8;70;да;Иванов Дмитрий Максимович;dmitriy436@outlook.com;+7-937-582-27-25
437;Полина;Ж;17;Санкт-Петербург;Обычная;Русский язык;3.7;да;9;3;5.0;7.7;2.8;56;да;Смирнова Полина Артёмовна;p.smirnova@yandex.ru;89426396277
438;Варвара;Ж;16;Ростов-на-Дону;Обычная;Физика;2.8;нет;3;8;9.0;4.5;2.8;49;да;Козлова Варвара Дмитриевна;varvara.kozlova@yandex.ru;+7 (989) 314-88-17
439;Артём;М;17;Казань;Лицей;Информатика;3.5;да;5;5;7.0;4.9;3.4;77;да;Попов Артём Андреевич;artem_popov5@gmail.com;+7 (973) 847-90-77
440;Матвей;М;18;Казань;Обычная;Химия;9.9;нет;7;4;7.0;6.1;3.1;73;да;Виноградов Матвей Егорович;m.vinogradov@yandex.ru;+7-961-841-98-87
441;Арина;Ж;17;Самара;Лицей;Физика;8.5;да;5;6;6.0;7.5;2.9;81;да;Козлова Арина Николаевна;arina_kozlova22@outlook.com;+79547235043
442;Михаил;М;17;Ростов-на-Дону;Обычная;Обществознание;0.0;нет;4;5;4.0;7.0;3.8;53;да;Петров Михаил Владимирович;mikhail442@yandex.ru;+79737385526
443;Матвей;М;17;Москва;Гимназия;Биология;7.4;нет;8;0;6.0;7.8;3.5;79;да;Смирнов Матвей Андреевич;matvey.smirnov@rambler.ru;8 972 608 76 90
444;Егор;М;17;Ростов-на-Дону;Обычная;История;3.1;нет;1;11;10.0;6.7;2.8;53;да;Богданов Егор Александрович;egor.bogdanov@gmail.com;89639273388
445;Анна;Ж;17;Нижний Новгород;Обычная;История;21.0;нет;9;3;8.0;9.3;4.1;100;да;Васильева Анна Ивановна;anna_vasileva70@gmail.com;+7 (990) 397-34-10
446;София;Ж;17;Самара;Обычная;Биология;0.0;да;7;7;5.0;7.5;2.0;45;да;Волкова София Артёмовна;sofiya446@yandex.ru;89035769025
447;Матвей;М;17;Москва;Лицей;Биология;6.0;нет;5;5;6.0;7.5;4.1;81;да;Морозов Матвей Егорович;m.morozov@yahoo.com;+7-978-524-62-15
448;Вероника;Ж;17;Москва;Гимназия;Биология;16.5;нет;6;0;2.0;8.8;3.8;91;да;Васильева Вероника Александровна;veronika.vasileva@edu.ru;+7 (944) 673-91-37
449;Арина;Ж;17;Казань;Обычная;История;10.9;нет;3;6;4.0;4.8;2.7;50;да;Богданова Арина Александровна;a.bogdanova@gmail.com;+7-981-306-98-46
450;Дмитрий;М;16;Самара;Гимназия;Английский язык;11.7;нет;12;3;10.0;7.6;3.8;100;да;Семёнов Дмитрий Иванович;dmitriy.semenov@outlook.com;+79084154874
451;Виктория;Ж;16;Новосибирск;Обычная;Русский язык;8.5;нет;10;4;8.0;7.5;4.2;74;да;Смирнова Виктория Андреевна;viktoriya_smirnova45@yandex.ru;+7-941-885-10-24
452;София;Ж;17;Нижний Новгород;Обычная;Химия;13.4;нет;9;4;10.0;8.0;3.9;79;да;Соловьёва София Ивановна;sofiya452@yandex.ru;+7 (943) 505-82-88
453;Александр;М;18;Санкт-Петербург;Обычная;Русский язык;0.0;нет;6;2;5.0;5.0;3.0;58;да;Виноградов Александр Сергеевич;a.vinogradov@yandex.ru;8 922 298 52 53
454;Иван;М;17;Казань;Обычная;Русский язык;0.0;да;9;9;1.0;6.6;3.1;53;да;Соколов Иван Андреевич;ivan_sokolov91@rambler.ru;89609161492
455;Елизавета;Ж;16;Ростов-на-Дону;Гимназия;Английский язык;6.2;нет;5;4;4.0;7.4;3.2;53;да;Козлова Елизавета Андреевна;elizaveta455@mail.ru;+79612599068
456;София;Ж;17;Новосибирск;Обычная;Химия;15.4;нет;7;4;7.0;7.7;2.7;74;да;Петрова София Максимовна;s.petrova@yandex.ru;+79425736217
457;Матвей;М;17;Самара;Обычная;История;10.5;да;8;3;8.0;8.8;4.5;100;да;Васильев Матвей Дмитриевич;m.vasilev@gmail.com;+79386789650
458;Ксения;Ж;17;Нижний Новгород;Обычная;История;8.9;нет;7;3;6.0;8.0;3.3;74;да;Иванова Ксения Александровна;kseniya_ivanova69@gmail.com;+7-968-119-36-83
459;Алиса;Ж;17;Санкт-Петербург;Лицей;Математика;9.8;нет;9;7;4.0;6.7;2.2;47;да;Семёнова Алиса Николаевна;a.semenova@mail.ru;+7 (945) 167-29-45
460;Михаил;М;18;Ростов-на-Дону;Гимназия;Химия;18.9;да;7;0;9.0;8.1;3.1;95;да;Голубев Михаил Артёмович;mikhail_golubev38@rambler.ru;89434849078
461;Ева;Ж;16;Ростов-на-Дону;Гимназия;Русский язык;8.5;нет;10;5;6.0;7.0;3.9;80;да;Соколова Ева Сергеевна;eva_sokolova66@edu.ru;+79737205933
462;Артём;М;17;Самара;Обычная;Физика;9.9;нет;7;2;7.0;7.4;3.5;75;да;Волков Артём Сергеевич;artem.volkov@mail.ru;+7 (914) 985-49-50
463;София;Ж;17;Новосибирск;Обычная;Русский язык;17.5;нет;6;7;7.0;8.2;3.6;78;да;Васильева София Артёмовна;sofiya463@gmail.com;89345232173
464;Александр;М;17;Новосибирск;Обычная;Биология;1.1;да;2;9;5.0;6.9;2.8;56;да;Сидоров Александр Владимирович;aleksandr_sidorov84@mail.ru;+79475624837
465;Роман;М;17;Казань;Гимназия;Русский язык;9.3;нет;3;7;3.0;7.2;2.0;54;да;Морозов Роман Иванович;r.morozov@yandex.ru;+7 (938) 279-24-57
466;Анна;Ж;17;Нижний Новгород;Обычная;Химия;1.3;да;5;8;4.0;7.9;2.7;57;да;Богданова Анна Владимировна;a.bogdanova@mail.ru;+79993062166
467;Данил;М;16;Казань;Гимназия;Физика;3.5;нет;3;6;8.0;7.4;2.0;40;да;Морозов Данил Владимирович;d.morozov@edu.ru;89039187174
468;Полина;Ж;17;Санкт-Петербург;Гимназия;Английский язык;7.7;да;12;7;8.0;8.6;3.1;81;да;Смирнова Полина Максимовна;polina468@outlook.com;+7-924-448-71-77
469;Тимофей;М;17;Москва;Лицей;Обществознание;3.9;нет;7;3;8.0;9.8;3.9;65;да;Новиков Тимофей Дмитриевич;t.novikov@rambler.ru;+79994352822
470;София;Ж;17;Новосибирск;Лицей;Информатика;2.7;нет;4;4;4.0;7.7;3.1;47;да;Семёнова София Артёмовна;sofiya_semenova81@yahoo.com;8 986 235 36 14
471;Милана;Ж;18;Самара;Обычная;Физика;1.6;нет;8;10;1.0;5.7;2.0;20;нет;Новикова Милана Александровна;milana471@outlook.com;+7 (949) 830-76-24
472;Варвара;Ж;17;Самара;Обычная;История;8.2;нет;6;10;7.0;7.2;3.3;43;да;Васильева Варвара Артёмовна;varvara.vasileva@edu.ru;+7 (939) 145-97-86
473;Егор;М;17;Самара;Обычная;Биология;10.8;нет;12;4;9.0;7.9;3.8;94;да;Морозов Егор Александрович;egor.morozov@yahoo.com;+79425781523
474;Максим;М;18;Екатеринбург;Обычная;Химия;6.3;нет;3;13;6.0;7.5;2.6;59;да;Соловьёв Максим Николаевич;maksim_solovev89@mail.ru;+79987744912
475;Вероника;Ж;17;Самара;Лицей;Математика;11.4;да;7;9;6.0;8.9;2.9;75;да;Новикова Вероника Дмитриевна;veronika475@outlook.com;+7-997-419-91-36
